water flow;water level;prefix;risque level,_high;risque level,_low;risque level,_mediam;risque level,_very high;Materiel Ressource,_Vehicle;Materiel Ressource,_Zodiac;Human Ressource,_Crisis cell;Human Ressource,_DDE;Human Ressource,_Firefighters;Human Ressource,_Gendarme;Human Ressource,_Mayor;Human Ressource,_Prefet
4700.0;11.8;1.0;False;False;False;True;False;False;False;False;False;False;True;False
4800.0;11.9;2.0;False;False;False;True;False;False;False;False;False;False;False;True
4900.0;12.0;3.0;False;False;False;True;False;True;False;False;True;False;False;False
4800.0;12.1;4.0;False;False;False;True;False;False;False;False;True;False;False;False
4350.0;12.2;5.0;False;False;False;True;False;False;True;False;False;False;False;False
4750.0;12.3;6.0;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;12.4;1.0;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;12.5;2.0;False;False;False;True;False;False;False;False;False;False;True;False
5050.0;12.6;3.0;False;False;False;True;False;True;False;False;True;False;False;False
5050.0;12.7;4.0;False;False;False;True;False;False;False;False;True;False;False;False
3550.0;5.6;5.0;False;False;False;True;False;False;True;False;False;False;False;False
3650.0;5.4;6.0;True;False;False;False;False;False;False;False;False;False;False;True
3650.0;5.5;1.0;True;False;False;False;False;False;False;False;False;False;True;False
3750.0;5.2;2.0;True;False;False;False;False;False;False;False;False;False;False;True
3850.0;5.3;3.0;True;False;False;False;False;True;False;False;True;False;False;False
3750.0;5.4;4.0;True;False;False;False;False;False;False;False;True;False;False;False
910.0;1.2;6.0;False;True;False;False;False;False;False;True;False;False;False;False
910.0;1.3;1.0;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;2.0;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;3.0;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.5;4.0;False;True;False;False;False;False;False;True;False;False;False;False
550.0;0.5;5.0;False;True;False;False;False;False;True;False;False;False;False;False
3800.0;5.5;5.0;True;False;False;False;False;False;True;False;False;False;False;False
3700.0;5.6;6.0;False;False;False;True;False;False;False;False;False;False;False;True
3900.0;5.7;1.0;False;False;False;True;False;False;False;False;False;False;False;True
3900.0;5.3;2.0;True;False;False;False;False;False;False;False;False;False;True;False
4000.0;5.4;3.0;True;False;False;False;False;True;False;False;True;False;False;False
4000.0;5.5;4.0;True;False;False;False;False;False;False;False;True;False;False;False
3650.0;5.6;5.0;False;False;False;True;False;False;True;False;False;False;False;False
3750.0;5.7;6.0;False;False;False;True;False;False;False;False;False;False;False;True
3650.0;5.8;1.0;False;False;False;True;False;False;False;False;False;False;True;False
3950.0;5.9;2.0;False;False;False;True;False;False;False;False;False;False;False;True
3950.0;5.4;3.0;True;False;False;False;False;False;False;False;False;True;False;False
3950.0;5.5;4.0;True;False;False;False;False;False;False;False;False;True;False;False
3700.0;5.6;5.0;False;False;False;True;False;False;True;False;False;False;False;False
3900.0;5.7;6.0;False;False;False;True;False;False;False;False;False;False;False;True
4100.0;5.8;1.0;False;False;False;True;False;False;False;False;False;False;True;False
4100.0;5.9;2.0;False;False;False;True;False;False;False;False;False;False;False;True
4100.0;5.2;3.0;True;False;False;False;False;True;False;False;True;False;False;False
4200.0;5.3;4.0;True;False;False;False;False;False;False;False;True;False;False;False
5790.0;5.8;5.0;False;False;False;True;False;False;True;False;False;False;False;False
5890.0;5.9;6.0;False;False;False;True;False;False;False;False;False;False;False;True
5990.0;6.0;1.0;False;False;False;True;False;False;False;False;False;False;False;True
6090.0;6.1;2.0;False;False;False;True;False;False;False;False;False;False;True;False
6290.0;5.2;3.0;True;False;False;False;False;True;False;False;True;False;False;False
6490.0;5.3;4.0;True;False;False;False;False;False;False;False;True;False;False;False
5700.0;7.0;5.0;False;False;False;True;False;False;True;False;False;False;False;False
5900.0;7.1;6.0;False;False;False;True;False;False;False;False;False;False;False;True
6100.0;7.2;2.0;False;False;False;True;False;False;False;False;False;False;True;False
6200.0;7.3;3.0;False;False;False;True;False;False;False;False;False;False;False;True
6300.0;5.0;4.0;True;False;False;False;False;True;False;False;True;False;False;False
6500.0;5.1;5.0;True;False;False;False;False;False;False;False;True;False;False;False
6000.0;5.8;6.0;False;False;False;True;False;False;True;False;False;False;False;False
6500.0;5.9;1.0;False;False;False;True;False;False;False;False;False;False;False;True
6800.0;6.0;1.0;False;False;False;True;False;False;False;False;False;False;True;False
6900.0;6.1;2.0;False;False;False;True;False;False;False;False;False;False;False;True
7100.0;5.5;3.0;True;False;False;False;False;True;False;False;True;False;False;False
7100.0;5.5;4.0;True;False;False;False;False;False;False;False;True;False;False;False
6100.0;5.6;5.0;False;False;False;True;False;False;True;False;False;False;False;False
6300.0;5.7;6.0;False;False;False;True;False;False;False;False;False;False;False;True
6500.0;5.8;2.0;False;False;False;True;False;False;False;False;False;False;False;True
6600.0;5.9;3.0;False;False;False;True;False;False;False;False;False;False;True;False
6800.0;5.4;4.0;True;False;False;False;False;True;False;False;True;False;False;False
6900.0;5.5;5.0;True;False;False;False;False;False;False;False;True;False;False;False
4600.0;5.6;6.0;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;5.7;1.0;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;5.8;2.0;False;False;False;True;False;False;False;False;False;False;False;True
4800.0;5.9;3.0;False;False;False;True;False;False;False;False;False;False;True;False
4900.0;5.1;4.0;True;False;False;False;False;True;False;False;True;False;False;False
5000.0;5.2;5.0;True;False;False;False;False;False;False;False;True;False;False;False
4750.0;5.6;6.0;False;False;False;True;False;False;True;False;False;False;False;False
4950.0;5.7;1.0;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;5.8;2.0;False;False;False;True;False;False;False;False;False;False;True;False
5150.0;5.9;3.0;False;False;False;True;False;False;False;False;False;False;False;True
5150.0;4.5;4.0;True;False;False;False;False;True;False;False;True;False;False;False
5250.0;4.6;5.0;True;False;False;False;False;False;False;False;True;False;False;False
4500.0;5.7;6.0;False;False;False;True;False;False;True;False;False;False;False;False
4700.0;5.8;1.0;False;False;False;True;False;False;False;False;False;False;False;True
4700.0;5.9;1.0;False;False;False;True;False;False;False;False;False;False;True;False
4800.0;6.0;2.0;False;False;False;True;False;False;False;False;False;False;False;True
4900.0;4.9;3.0;True;False;False;False;False;True;False;False;True;False;False;False
4800.0;5.0;4.0;True;False;False;False;False;False;False;False;True;False;False;False
590.0;0.6;6.0;False;True;False;False;False;False;False;True;False;False;False;False
630.0;0.7;1.0;False;True;False;False;False;False;True;False;False;False;False;False
670.0;0.8;2.0;False;True;False;False;False;False;True;False;False;False;False;False
710.0;0.9;3.0;False;True;False;False;False;False;True;False;False;False;False;False
750.0;1.0;4.0;False;True;False;False;False;False;False;True;False;False;False;False
790.0;1.1;5.0;False;True;False;False;False;False;True;False;False;False;False;False
4350.0;5.9;5.0;False;False;False;True;False;False;True;False;False;False;False;False
4750.0;6.0;6.0;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;6.1;1.0;False;False;False;True;False;False;False;False;False;False;False;True
4950.0;6.2;2.0;False;False;False;True;False;False;False;False;False;False;True;False
5050.0;4.8;3.0;True;False;False;False;False;True;False;False;True;False;False;False
5050.0;4.9;4.0;True;False;False;False;False;False;False;False;True;False;False;False
830.0;1.2;6.0;False;True;False;False;False;False;False;True;False;False;False;False
870.0;1.3;1.0;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;2.0;False;True;False;False;False;False;True;False;False;False;False;False
950.0;1.5;3.0;False;True;False;False;False;False;True;False;False;False;False;False
990.0;1.6;4.0;False;True;False;False;False;False;False;True;False;False;False;False
820.0;1.2;5.0;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.3;6.0;False;True;False;False;False;False;False;True;False;False;False;False
900.0;1.4;1.0;False;True;False;False;False;False;True;False;False;False;False;False
940.0;1.5;2.0;False;True;False;False;False;False;True;False;False;False;False;False
980.0;1.6;3.0;False;True;False;False;False;False;True;False;False;False;False;False
1020.0;1.7;4.0;False;True;False;False;False;False;False;True;False;False;False;False
550.0;0.5;5.0;False;True;False;False;False;False;True;False;False;False;False;False
590.0;0.6;6.0;False;True;False;False;False;False;False;True;False;False;False;False
630.0;0.7;1.0;False;True;False;False;False;False;True;False;False;False;False;False
670.0;0.8;2.0;False;True;False;False;False;False;True;False;False;False;False;False
710.0;0.9;3.0;False;True;False;False;False;False;True;False;False;False;False;False
750.0;1.0;4.0;False;True;False;False;False;False;False;True;False;False;False;False
790.0;1.1;5.0;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;5.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;6.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.8;2.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;3.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;4.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;5.0;False;True;False;False;False;False;False;True;False;False;False;False
530.0;0.45;6.0;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;1.0;False;True;False;False;False;False;False;True;False;False;False;False
930.0;0.85;1.0;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;2.0;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;3.0;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;4.0;False;True;False;False;False;False;False;True;False;False;False;False
730.0;0.65;5.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;6.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.75;1.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;2.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;3.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;4.0;False;True;False;False;False;False;False;True;False;False;False;False
530.0;0.45;5.0;False;False;True;False;False;False;True;False;False;False;False;False
630.0;0.55;6.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.75;1.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;2.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;3.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;4.0;False;True;False;False;False;False;False;True;False;False;False;False
730.0;0.65;5.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;6.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.8;1.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;2.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;3.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;4.0;False;True;False;False;False;False;False;True;False;False;False;False
755.0;0.75;5.0;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.85;6.0;False;True;False;False;False;False;False;True;False;False;False;False
855.0;0.9;1.0;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.9;2.0;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.9;3.0;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.85;4.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;1.2;6.0;False;True;False;False;False;False;False;True;False;False;False;False
870.0;1.3;1.0;False;True;False;False;False;False;True;False;False;False;False;False
910.0;1.4;2.0;False;True;False;False;False;False;True;False;False;False;False;False
950.0;1.5;3.0;False;True;False;False;False;False;True;False;False;False;False;False
990.0;1.6;4.0;False;True;False;False;False;False;False;True;False;False;False;False
1450.0;2.2;5.0;False;False;True;False;False;False;True;False;False;False;False;False
730.0;0.85;4.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.95;5.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;1.05;6.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.15;1.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.15;2.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.25;3.0;False;True;False;False;False;False;False;True;False;False;False;False
760.0;0.95;4.0;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.05;5.0;False;True;False;False;False;False;False;True;False;False;False;False
860.0;1.15;6.0;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.25;1.0;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.25;2.0;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.35;3.0;False;True;False;False;False;False;False;True;False;False;False;False
790.0;1.05;4.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.15;5.0;False;True;False;False;False;False;False;True;False;False;False;False
890.0;1.25;6.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;1.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;2.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.45;3.0;False;True;False;False;False;False;False;True;False;False;False;False
530.0;0.45;4.0;False;True;False;False;False;False;True;False;False;False;False;False
570.0;0.55;5.0;False;True;False;False;False;False;False;True;False;False;False;False
610.0;0.65;6.0;False;True;False;False;False;False;True;False;False;False;False;False
650.0;0.75;1.0;False;True;False;False;False;False;True;False;False;False;False;False
690.0;0.85;2.0;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.95;3.0;False;True;False;False;False;False;False;True;False;False;False;False
770.0;1.05;4.0;False;True;False;False;False;False;True;False;False;False;False;False
810.0;1.15;5.0;False;True;False;False;False;False;False;True;False;False;False;False
850.0;1.25;6.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;2.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;1.45;3.0;False;True;False;False;False;False;True;False;False;False;False;False
970.0;1.55;4.0;False;True;False;False;False;False;False;True;False;False;False;False
1010.0;1.65;5.0;False;True;False;False;False;False;True;False;False;False;False;False
1050.0;1.75;1.0;False;True;False;False;False;False;False;True;False;False;False;False
1090.0;1.85;1.0;False;True;False;False;False;False;True;False;False;False;False;False
855.0;1.95;2.0;False;False;True;False;False;False;True;False;False;False;False;False
855.0;2.05;3.0;False;False;True;False;False;False;True;False;False;False;False;False
855.0;2.15;4.0;False;False;True;False;False;False;False;True;False;False;False;False
730.0;0.65;5.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;6.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.8;1.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;2.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;3.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;4.0;False;True;False;False;False;False;False;True;False;False;False;False
530.0;0.45;5.0;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;6.0;False;True;False;False;False;False;False;True;False;False;False;False
930.0;0.85;1.0;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;2.0;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;3.0;False;True;False;False;False;False;True;False;False;False;False;False
1230.0;1.15;4.0;False;True;False;False;False;False;False;True;False;False;False;False
730.0;0.65;5.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;6.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.75;1.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;2.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;3.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;0.85;4.0;False;True;False;False;False;False;False;True;False;False;False;False
530.0;0.45;5.0;False;True;False;False;False;False;True;False;False;False;False;False
630.0;0.55;6.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.75;1.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;2.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;3.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;4.0;False;True;False;False;False;False;False;True;False;False;False;False
1650.0;2.4;6.0;False;False;True;False;False;False;False;False;False;False;True;False
950.0;2.6;1.0;False;False;True;False;False;False;False;False;False;False;False;True
1150.0;2.8;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1250.0;3.0;3.0;False;False;True;False;False;False;False;True;False;False;False;False
750.0;1.9;5.0;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.65;1.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;2.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;0.8;3.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;4.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.8;5.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.75;6.0;False;True;False;False;False;False;False;True;False;False;False;False
755.0;0.75;1.0;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.85;2.0;False;True;False;False;False;False;False;True;False;False;False;False
855.0;0.9;3.0;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.9;4.0;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.9;5.0;False;True;False;False;False;False;True;False;False;False;False;False
855.0;0.85;6.0;False;True;False;False;False;False;False;True;False;False;False;False
730.0;0.85;1.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;0.95;2.0;False;True;False;False;False;False;False;True;False;False;False;False
830.0;1.05;3.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.15;4.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.15;5.0;False;True;False;False;False;False;True;False;False;False;False;False
830.0;1.25;6.0;False;True;False;False;False;False;False;True;False;False;False;False
760.0;0.95;1.0;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.05;2.0;False;True;False;False;False;False;False;True;False;False;False;False
860.0;1.15;3.0;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.25;4.0;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.25;5.0;False;True;False;False;False;False;True;False;False;False;False;False
860.0;1.35;6.0;False;True;False;False;False;False;False;True;False;False;False;False
790.0;1.05;2.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.15;3.0;False;True;False;False;False;False;False;True;False;False;False;False
890.0;1.25;4.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;5.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;6.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.45;1.0;False;True;False;False;False;False;False;True;False;False;False;False
530.0;0.45;1.0;False;True;False;False;False;False;True;False;False;False;False;False
570.0;0.55;2.0;False;True;False;False;False;False;False;True;False;False;False;False
610.0;0.65;3.0;False;True;False;False;False;False;True;False;False;False;False;False
650.0;0.75;4.0;False;True;False;False;False;False;True;False;False;False;False;False
690.0;0.85;5.0;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.95;1.0;False;True;False;False;False;False;False;True;False;False;False;False
770.0;1.05;2.0;False;True;False;False;False;False;True;False;False;False;False;False
810.0;1.15;3.0;False;True;False;False;False;False;False;True;False;False;False;False
850.0;1.25;4.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;5.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;1.45;6.0;False;True;False;False;False;False;True;False;False;False;False;False
970.0;1.55;1.0;False;True;False;False;False;False;False;True;False;False;False;False
800.0;1.15;2.0;False;True;False;False;False;False;True;False;False;False;False;False
840.0;1.25;3.0;False;True;False;False;False;False;False;True;False;False;False;False
880.0;1.35;4.0;False;True;False;False;False;False;True;False;False;False;False;False
920.0;1.45;5.0;False;True;False;False;False;False;True;False;False;False;False;False
960.0;1.55;1.0;False;True;False;False;False;False;True;False;False;False;False;False
1000.0;1.65;2.0;False;True;False;False;False;False;False;True;False;False;False;False
530.0;0.45;3.0;False;True;False;False;False;False;True;False;False;False;False;False
570.0;0.55;4.0;False;True;False;False;False;False;False;True;False;False;False;False
610.0;0.65;5.0;False;True;False;False;False;False;True;False;False;False;False;False
650.0;0.75;1.0;False;True;False;False;False;False;True;False;False;False;False;False
690.0;0.85;2.0;False;True;False;False;False;False;True;False;False;False;False;False
730.0;0.95;3.0;False;True;False;False;False;False;False;True;False;False;False;False
770.0;1.05;4.0;False;True;False;False;False;False;True;False;False;False;False;False
810.0;1.15;5.0;False;True;False;False;False;False;False;True;False;False;False;False
850.0;1.25;1.0;False;True;False;False;False;False;True;False;False;False;False;False
890.0;1.35;2.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;1.45;3.0;False;True;False;False;False;False;True;False;False;False;False;False
970.0;1.55;4.0;False;True;False;False;False;False;False;True;False;False;False;False
950.0;1.8;6.0;False;True;False;False;False;False;False;True;False;False;False;False
1050.0;1.9;1.0;False;True;False;False;False;False;True;False;False;False;False;False
1150.0;2.0;2.0;False;False;True;False;False;False;True;False;False;False;False;False
1250.0;2.1;3.0;False;False;True;False;False;False;False;False;False;False;False;True
1350.0;2.2;4.0;False;False;True;False;False;False;False;False;False;False;True;False
1350.0;2.1;5.0;False;False;True;False;False;False;True;False;False;False;False;False
1430.0;2.15;5.0;False;False;True;False;False;False;True;False;False;False;False;False
1630.0;2.35;1.0;False;False;True;False;False;False;False;False;False;False;True;False
930.0;2.55;2.0;False;False;True;False;False;False;False;False;False;False;False;True
1130.0;2.75;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1230.0;2.95;4.0;False;False;True;False;False;False;False;True;False;False;False;False
730.0;1.85;5.0;False;True;False;False;False;False;True;False;False;False;False;False
930.0;1.75;1.0;False;True;False;False;False;False;False;True;False;False;False;False
1030.0;1.85;2.0;False;True;False;False;False;False;True;False;False;False;False;False
1130.0;1.95;3.0;False;False;True;False;False;False;True;False;False;False;False;False
1230.0;2.05;4.0;False;False;True;False;False;False;False;False;False;False;False;True
1330.0;2.15;5.0;False;False;True;False;False;False;False;False;False;False;True;False
1330.0;2.05;3.0;False;False;True;False;False;False;True;False;False;False;False;False
1430.0;2.85;4.0;False;False;True;False;False;False;False;False;False;False;True;False
1630.0;2.85;5.0;False;False;True;False;False;False;False;False;False;False;False;True
930.0;2.85;2.0;False;False;True;False;False;False;False;True;False;False;False;False
1530.0;2.85;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1730.0;2.15;4.0;False;False;True;False;False;False;True;False;False;False;False;False
1030.0;2.95;5.0;False;False;True;False;False;False;False;False;False;False;True;False
1230.0;2.95;2.0;False;False;True;False;False;False;False;False;False;False;False;True
1330.0;2.95;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1430.0;2.95;4.0;False;False;True;False;False;False;False;True;False;False;False;False
1530.0;2.25;5.0;False;False;True;False;False;False;True;False;False;False;False;False
1730.0;2.35;6.0;False;False;True;False;False;False;False;False;False;False;True;False
1030.0;3.05;1.0;False;False;True;False;False;False;False;False;False;False;False;True
1630.0;3.05;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1830.0;3.05;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1130.0;2.35;2.0;False;False;True;False;False;False;True;False;False;False;False;False
1330.0;2.45;3.0;False;False;True;False;False;False;False;False;False;False;True;False
1430.0;3.15;4.0;False;False;True;False;False;False;False;False;False;False;False;True
1530.0;3.15;5.0;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;2.65;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1930.0;2.15;2.0;False;False;True;False;False;False;True;False;False;False;False;False
1230.0;2.25;3.0;False;False;True;False;False;False;False;False;False;False;False;True
1430.0;2.35;4.0;False;False;True;False;False;False;False;False;False;False;True;False
1530.0;2.45;5.0;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;2.55;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1730.0;2.45;2.0;False;False;True;False;False;False;True;False;False;False;False;False
2030.0;2.65;3.0;False;False;True;False;False;False;False;False;False;False;True;False
1330.0;2.85;4.0;False;False;True;False;False;False;False;False;False;False;False;True
1530.0;3.05;5.0;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;3.25;6.0;False;False;True;False;False;False;False;True;False;False;False;False
1730.0;2.45;1.0;False;False;True;False;False;False;True;False;False;False;False;False
1830.0;2.55;2.0;False;False;True;False;False;False;False;False;False;False;True;False
2130.0;2.65;3.0;False;False;True;False;False;False;False;False;False;False;False;True
1430.0;2.75;4.0;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;2.85;5.0;False;False;True;False;False;False;False;True;False;False;False;False
1730.0;1.95;1.0;False;False;True;False;False;False;True;False;False;False;False;False
1830.0;2.05;2.0;False;False;True;False;False;False;False;False;False;False;True;False
1930.0;2.15;3.0;False;False;True;False;False;False;False;False;False;False;False;True
2230.0;2.25;4.0;False;False;True;False;False;False;False;True;False;False;False;False
1530.0;2.35;5.0;False;False;True;False;False;False;False;True;False;False;False;False
1450.0;2.9;1.0;False;False;True;False;False;False;False;False;False;False;True;False
1650.0;2.9;2.0;False;False;True;False;False;False;False;False;False;False;False;True
950.0;2.9;3.0;False;False;True;False;False;False;False;True;False;False;False;False
1550.0;2.9;4.0;False;False;True;False;False;False;False;True;False;False;False;False
750.0;0.7;4.0;False;True;False;False;False;False;False;True;False;False;False;False
950.0;0.9;5.0;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;6.0;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;1.0;False;True;False;False;False;False;True;False;False;False;False;False
1250.0;1.2;2.0;False;True;False;False;False;False;False;True;False;False;False;False
750.0;0.7;1.0;False;True;False;False;False;False;True;False;False;False;False;False
1750.0;2.2;2.0;False;False;True;False;False;False;True;False;False;False;False;False
1730.0;2.45;2.0;False;False;True;False;False;False;True;False;False;False;False;False
1830.0;2.55;3.0;False;False;True;False;False;False;False;False;False;False;True;False
1930.0;2.75;4.0;False;False;True;False;False;False;False;False;False;False;False;True
2030.0;2.95;5.0;False;False;True;False;False;False;False;True;False;False;False;False
2330.0;3.05;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1630.0;3.15;2.0;False;False;True;False;False;False;True;False;False;False;False;False
1830.0;2.95;3.0;False;False;True;False;False;False;False;False;False;False;True;False
1930.0;3.15;4.0;False;False;True;False;False;False;False;False;False;False;False;True
2030.0;3.25;5.0;False;False;True;False;False;False;False;True;False;False;False;False
2130.0;3.15;1.0;False;False;True;False;False;False;False;True;False;False;False;False
1880.0;1.75;2.0;False;True;False;False;False;False;True;False;False;False;False;False
1980.0;1.85;3.0;False;True;False;False;False;False;False;True;False;False;False;False
2080.0;2.05;4.0;False;False;True;False;False;False;True;False;False;False;False;False
2280.0;2.15;5.0;False;False;True;False;False;False;True;False;False;False;False;False
2380.0;2.25;2.0;False;False;True;False;False;False;False;False;False;False;True;False
2380.0;2.25;3.0;False;False;True;False;False;False;False;False;False;False;False;True
2580.0;3.05;1.0;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.15;1.0;True;False;False;False;False;False;False;False;False;False;False;True
2580.0;3.25;2.0;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.35;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;3.45;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;3.25;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2580.0;3.45;1.0;True;False;False;False;False;False;False;False;False;False;True;False
2580.0;3.65;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2580.0;3.85;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2580.0;4.05;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;4.25;5.0;True;False;False;False;False;False;True;False;False;False;False;False
2680.0;4.45;1.0;True;False;False;False;False;False;False;False;False;False;True;False
2680.0;4.65;2.0;True;False;False;False;False;False;False;False;False;False;False;True
2680.0;4.85;3.0;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;5.05;4.0;True;False;False;False;False;False;False;True;False;False;False;False
2680.0;4.35;5.0;True;False;False;False;False;False;True;False;False;False;False;False
